QKEY,CAMP20MISINFO_W79,MISINFOSELF_W79,MISINFOIMPACT_a_W79,MISINFOIMPACT_b_W79,MISINFOIMPACT_c_W79
201801142415.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801142461.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801142507.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801142510.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801142516.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801142528.0,A lot,"No, I did not",Not much of an impact at all,A major impact,A major impact
201801142545.0,Some,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801142679.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801142704.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801142739.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801142748.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801142772.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801142774.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801142786.0,Some,"Yes, I did",A major impact,A minor impact,A major impact
201801142815.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801142831.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801142861.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801142863.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801142948.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801142968.0,Some,"Yes, I did",A major impact,A minor impact,A major impact
201801142972.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801142976.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801142995.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801142998.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801143024.0,Not much,"Yes, I did",A minor impact,A minor impact,A minor impact
201801143030.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801143036.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801143040.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801143041.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801143061.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801143094.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801143113.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801143130.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801143238.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801143242.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801143248.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801143311.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801143331.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801143391.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801143393.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801143477.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801143494.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801143518.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801143582.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801143600.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801143602.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801143611.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801143637.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801143639.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801143651.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801143685.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801143688.0,None at all,‘Did not see any made-up news’,A minor impact,Not much of an impact at all,Not much of an impact at all
201801143722.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801143732.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801143774.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801143800.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801143850.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801143873.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801143877.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801143900.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801143924.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801143961.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801143964.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801143966.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801143997.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801144006.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801144063.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801144075.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801144088.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144164.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144173.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801144194.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144213.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801144232.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801144281.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801144329.0,Not much,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801144373.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801144377.0,Some,"Yes, I did",A major impact,Not much of an impact at all,A minor impact
201801144386.0,Some,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801144388.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801144410.0,A lot,"No, I did not",A minor impact,A major impact,A minor impact
201801144434.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801144442.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801144449.0,A lot,Refused,A major impact,A major impact,A major impact
201801144467.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A major impact
201801144500.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801144526.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801144569.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801144579.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801144618.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801144660.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801144709.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801144717.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144720.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801144776.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801144788.0,Some,"No, I did not",Not much of an impact at all,A major impact,Not much of an impact at all
201801144797.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801144844.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144925.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144936.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801144937.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801144944.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801145037.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801145066.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801145114.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801145138.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801145171.0,A lot,"Yes, I did",A major impact,A minor impact,A major impact
201801145194.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801145196.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801145256.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801145285.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801145291.0,Some,"Yes, I did",Not much of an impact at all,A minor impact,A minor impact
201801145318.0,A lot,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801145347.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801145367.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801145384.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801145389.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801145436.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801145458.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801145466.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801145481.0,Not much,"No, I did not",A minor impact,A major impact,A minor impact
201801145538.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801145557.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801145582.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801145664.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801145670.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801145696.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801145735.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801145791.0,Some,"No, I did not",Refused,A major impact,A major impact
201801145796.0,Not much,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801145812.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801145815.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801145861.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801145969.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801145987.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801146017.0,A lot,Refused,Refused,Refused,Refused
201801146168.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801146207.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801146226.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801146258.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801146272.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801146276.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801146402.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801146425.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801146431.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801146530.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801146643.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801146651.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801146661.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801146743.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801146851.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801146853.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801146904.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801146983.0,A lot,"Yes, I did",A minor impact,A minor impact,A minor impact
201801147025.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801147065.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801147111.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801147134.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801147166.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801147207.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801147240.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801147256.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801147269.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801147286.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801147290.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801147292.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801147325.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801147352.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801147358.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801147397.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801147426.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
201801147493.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801147527.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801147532.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801147539.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801147551.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801147562.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801147567.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801147572.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801147693.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801147704.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801147739.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801147764.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801147801.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801147864.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801147996.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801148011.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801148031.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801148033.0,Some,"Yes, I did",A minor impact,A minor impact,A major impact
201801148038.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801148041.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801148050.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801148076.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801148100.0,Some,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801148103.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801148106.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801148159.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801148185.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801148195.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801148228.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801148364.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801148386.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801148476.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801148568.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801148603.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801148615.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801148621.0,Refused,‘Did not see any made-up news’,Refused,A major impact,A major impact
201801148647.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801148649.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801148662.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801148665.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801148684.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801148733.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801148765.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801148783.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,A minor impact,A major impact
201801148846.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801148911.0,Not much,"No, I did not",A minor impact,A major impact,A major impact
201801148918.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801148928.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801148930.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801148960.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801149020.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801149023.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801149048.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801149143.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801149167.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801149188.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801149199.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801149200.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801149204.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801149233.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A minor impact
201801149273.0,Some,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801149303.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801149311.0,A lot,"Yes, I did",A minor impact,A minor impact,A minor impact
201801149361.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801149390.0,Some,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801149462.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801149467.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801149496.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801149546.0,Not much,"No, I did not",A minor impact,A minor impact,A major impact
201801149552.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801149559.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801149580.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801149581.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801149610.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801149616.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801149630.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801149640.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801149688.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801149691.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801149698.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801149708.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801149780.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801149796.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801149858.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801149881.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801149928.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801149935.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801149954.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801149970.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801150001.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801150074.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801150088.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801150142.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801150144.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801150222.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801150277.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801150298.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801150324.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801150341.0,Some,Refused,Refused,Refused,Refused
201801150530.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801150534.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801150540.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801150555.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801150581.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801150614.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801150723.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801150743.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801150777.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801150799.0,A lot,"Yes, I did",A minor impact,A major impact,A minor impact
201801150805.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801150806.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801150834.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801150851.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801150873.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801150898.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801150939.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151003.0,A lot,"Yes, I did",A major impact,A minor impact,Not much of an impact at all
201801151012.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801151067.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801151084.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801151111.0,Not much,"No, I did not",Not much of an impact at all,A major impact,A minor impact
201801151120.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801151121.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801151154.0,A lot,"No, I did not",A minor impact,A major impact,A minor impact
201801151181.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801151195.0,Not much,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801151205.0,Some,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801151212.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801151219.0,A lot,"Yes, I did",Not much of an impact at all,A minor impact,A minor impact
201801151268.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801151281.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801151301.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801151376.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801151406.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151427.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801151431.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801151447.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801151468.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801151470.0,A lot,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801151499.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151530.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801151548.0,None at all,‘Did not see any made-up news’,A minor impact,A minor impact,A minor impact
201801151561.0,A lot,"Yes, I did",A major impact,A minor impact,A major impact
201801151574.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151662.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801151687.0,None at all,‘Did not see any made-up news’,A minor impact,Not much of an impact at all,Not much of an impact at all
201801151801.0,A lot,"Yes, I did",A minor impact,A minor impact,A minor impact
201801151824.0,Some,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801151839.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801151843.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151852.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801151854.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801151900.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801151935.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801152012.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801152016.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801152086.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801152117.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801152181.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801152266.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801152285.0,Refused,‘Did not see any made-up news’,A major impact,A minor impact,A minor impact
201801152296.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801152311.0,Some,"Yes, I did",A minor impact,A major impact,A major impact
201801152359.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801152377.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801152382.0,Not much,"No, I did not",Not much of an impact at all,A major impact,A major impact
201801152401.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801152403.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801152450.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801152583.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801152701.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801152746.0,Some,"Yes, I did",A minor impact,Not much of an impact at all,A minor impact
201801152767.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801152812.0,Some,"No, I did not",Not much of an impact at all,A major impact,A minor impact
201801152828.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801152898.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801152901.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801153001.0,Not much,"No, I did not",A minor impact,A major impact,A major impact
201801153002.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801153007.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801153031.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801153050.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801153062.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801153142.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
201801153161.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801153187.0,A lot,"Yes, I did",A minor impact,A minor impact,A minor impact
201801153188.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801153196.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801153243.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801153270.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801153273.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801153304.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801153311.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801153331.0,A lot,"Yes, I did",A major impact,A minor impact,A major impact
201801153340.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801153349.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801153428.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801153470.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801153485.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A minor impact
201801153580.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801153586.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801153631.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801153632.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801153637.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801153646.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801153651.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801153699.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801153722.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801153749.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801153762.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801153828.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801153845.0,Some,"Yes, I did",A minor impact,A minor impact,A minor impact
201801153920.0,Not much,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801153965.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
201801153974.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801154060.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801154159.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801154171.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801154191.0,Some,"No, I did not",Not much of an impact at all,A major impact,A major impact
